CODIGO;CODIGO EQUIVALENTE;LOCALIZAÇÃO;QUANTIDADE;;FORNECEDOR;FAMILIA;OBSER;;;ENTRADA;SAIDA;
CODIGO;CODIGO EQUIVALENTE;LOCALIZAÇAO;QUANTIDADE;QTD;FORNECEDOR;FAMILIA;OBSER;Coluna9;DESCRICAO;ENTRADA;SAIDA;O
2711T5A3L1;2711T5A3L1;F 47;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
284DFVD2P3Z10CREMI;NX2;F;2;0;ALLEN BRADLEY;;;#N/D;;2;0;
291EFAZG13FR;291EFAZG13FR;F;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
2CDS200922R0001;2CDS200922R0001;N/A;0;0;ABB;;;#N/D;;0;0;C
2F3F4PN7WX1;2F3F4PN7WX1;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
2MBI600VX-120-50;2MBI600VX-120-50;ARMARIO 01;1;CERTO;ABB;;;#N/D;;1;0;C
2TLA020051R0700;2TLA020051R0700;N/A;0;0;ABB;;;#N/D;;0;0;C
2UEA000651;2UEA000651;ARMARIO 01;1;0;ABB;;CABO 64 POSICÕES 2 POLEGADAS;#N/D;;1;0;C
2UEA002152;2UEA002152;ARMARIO 01;1;CERTO;ABB;;;#N/D;;1;0;C
316P6;2CMA193506R1000;;1;0;ABB;TOMADA IND;16A;#N/D; C ;1;0;C
316R6;2CMA193154R1000;;1;0;ABB;TOMADA IND;16A;#N/D; C ;1;0;C
316R9;2CMA193156R1000;;1;0;ABB;TOMADA IND;16A;#N/D; C ;1;0;C
33080122XXTLW01;33080122XXTLW01;F;2;0;ALLEN BRADLEY;;MATERIAIS RASURADOS;#N/D;;2;0;
332BP6W;2CMA102233R1000;A 06;20;0;ABB;TOMADA IND;32A;#N/D; C ;22;2;
332EC6;2CMA102040R1000;A 09;47;0;ABB;TOMADA IND;;#N/D; C ;147;100;
332EP6;2CMA101984R1000;A 09;47;0;ABB;;;; C ;47;0;C
332ERU6W;2CMA101313R1000;;1;0;ABB;TOMADA IND;;#N/D; C ;1;0;C
332RU9;2CMA193252R1000;;0;0;ABB;TOMADA IND;32A;#N/D;;1;1;
3615KL;PM6Y801R3IP21;N/A;1;0;NMB;;VENTILADOR 24 V DC;#N/D;;1;0;
3AFE61353381;BR.CHOPPER CONTR / NBRC-51C;ARMARIO 01;0;CERTO;ABB;;;#N/D;;0;0;C
3AFE64607901;3AXD50000048249;ARMARIO 01;0;CERTO;ABB;;DRIVE CTRL UNIT;#N/D;;2;2;
3AUA0000083491;3AUA0000083491;;4;0;ABB;;;#N/D;;7;3;
3115PS-12W-B30;3115PS-12W-B30;ARMARIO 02;2;0;ABB;;;;;2;0;
3AUA0000097468;3AUA0000097468;;3;0;ABB;;;#N/D;;4;1;
3AUA0000100122;3AUA0000100122;;1;0;ABB;;;#N/D; C ;1;0;C
3AUA0000083491;3AUA0000083491;ARMARIO 02;4;0;ABB;;;;;7;3;
3AUA0000120015;3AUA0000120015;ARMARIO 01;1;0;ABB;;;;;1;0;
3AXD50000027349 - FAST;;;2;0;ABB;;;;;2;0;
3AXD50000260324;3AXD50000260324;N/A;1;0;ABB;;;#N/D; C ;1;0;C
3AUA0000088115;3AUA0000088115;ARMARIO 02;7;0;ABB;;;#N/D;;9;2;
3AXD50000260379;ACS800-104R8I;N/A;4;0;ABB;;;#N/D; C ;4;0;C
3AXD50000260546;ACS800;N/A;0;0;ABB;;;#N/D;;2;2;
3AXD50000260621;ACS800/550;ARMARIO 01;0;CERTO;ABB;;;#N/D;;1;1;
3AUA0000097468;3AUA0000097468;ARMARIO 02;3;0;ABB;VENTILADOR;;;;4;1;
3AXD50000265411;3AXD50000265411;;0;0;ABB;;;#N/D;;1;1;
3AXD50000265640;ACS800-X1/X4 R6 KT6;N/A;1;0;ABB;;;#N/D; C ;1;0;C
3AXD50000422975;3AXD50000422975;;1;0;ABB;;;#N/D; C ;1;0;C
3GZE425205-1;3GZE425205-1;N/A;2;0;ABB;;;#N/D; C ;2;0;C
3GZV214017-1;3GZV214017-1;N/A;3;0;ABB;;;#N/D; C ;3;0;C
3NA3252NH2;3NA3252NH2;N/A;3;0;SIEMENS;;315A X 500V;#N/D;;3;0;
3NH3030ZNH00;3NH3030ZNH00;N/A;18;0;SIEMENS;;160A X 660V;#N/D;;18;0;
3NW6220-1;3NW6220-1;D 16;10;0;SIEMENS;;50A X 690V a.c.;#N/D;;10;0;
3SB34000C;3SB34000C;N/A;10;0;SIEMENS;;;#N/D;;10;0;
3TCS+3TPS+N;1SNS320001Z0105;N/A;10;0;ETE;;;#N/D;;10;0;
400-AB6;400-AB6;F;1;0;ALLEN BRADLEY;;MATERIAIS RASURADOS;#N/D;;1;0;
41P12X12;41P12X12;N/A;15;0;ABB;;;#N/D; C ;15;0;C
42CAR1LPAA2;42CAR1LPAA2;F 52;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
42EFB1MPBCA2;42EFB1MPBCA2;F 52;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
42EFC2KBAF4;42EFC2KBAF4;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
42EFD2JBAKF4;42EFD2JBAKF4;F 52;3;0;ALLEN BRADLEY;;;#N/D;;3;0;
42EFE1EZBF4;42EFE1EZBF4;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
42EFP2MPBF4;42EFP2MPBF4;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
42EFR9JBBF4;42EFR9JBBF4;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
42EFR9MPBF4;42EFR9MPBF4;F 52;11;0;ALLEN BRADLEY;;;#N/D;;11;0;
42GRC9203QD;42GRC9203QD;F 52;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
42GRP9000QD;42GRP9000QD;F 52;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
42GRU9001;42GRU9001;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
42KAD2JPFCA2;42KAD2JPFCA2;F 39;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
42KDB2LAT1Y4;42KDB2LAT1Y4;CAIXA 2;23;0;ALLEN BRADLEY;;;#N/D;;23;0;
42KDB2LAT1-Y4;42KDB2LAT1-Y4;F;24;0;ALLEN BRADLEY;;MATERIAIS RASURADOS;#N/D;;24;0;
42KLD1LBF4;42KLD1LBF4;F 52;3;0;ALLEN BRADLEY;;;#N/D;;3;0;
42SRP6012QD;42SRP6012QD;F 52;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
432C6W;2CMA166618R1000;;1;0;ABB;TOMADA IND;32A;#N/D; C ;1;0;C
440CENET;440CENET;F 28;2;0;ALLEN BRADLEY;;;#N/D;;2;0;
440E-A13078;440E-A13078;;1;0;ALLEN BRADLEY;;;;;1;0;
440EA13084;440EA13084;F 28;1;0;ALLEN BRADLEY;;falta o cabo;#N/D;;1;0;
440EA13501;440EA13501;F 28;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
440EA17003;440EA17003;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
440ED13120;440ED13120;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
440EL13043;440EL13043;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
440EL13166;440EL13166;F 28;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
440EL13193;440EL13193;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
440EL22BNSM;440EL22BNSM;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
440EL22BNST;440EL22BNST;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
440ELL5SE8;440ELL5SE8;F 27;4;0;ALLEN BRADLEY;;;#N/D;;4;0;
440FA1306;440FA1306;F 62;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
440FC252D;440FC252D;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
440GA27011;440GA27011;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
440GA27143;440GA27143;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
440GMT47037;440GMT47037;F 27;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
440GT27127;440GT27127;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
440GT27183;440GT27183;F 28;4;0;ALLEN BRADLEY;;;#N/D;;4;0;
440GTZS21UPRH;440GTZS21UPRH;F 27;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
440HE22027;440HE22027;F 27;2;0;ALLEN BRADLEY;;;#N/D;;2;0;
440KA11238;440KA11238;F 28;17;0;ALLEN BRADLEY;;F\CX;#N/D;;17;0;
440KE33014;440KE33014;F 27;3;0;ALLEN BRADLEY;;;#N/D;;3;0;
440KE33046;440KE33046;F;0;0;ALLEN BRADLEY;;F\CX;#N/D;;0;0;
440KMT55029;440KMT55029;F;2;0;ALLEN BRADLEY;;;#N/D;;2;0;
440KT11147;440KT11147;F 28;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
440KT11202;440KT11202;F 62;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
440KT11269;440KT11269;F;1;0;ALLEN BRADLEY;;F\CX;#N/D;;1;0;
440KT11333;440KT11333;F 27;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
440LP4J0480YD;440LP4J0480YD;F;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
440NA32019;440NA32019;F 27;2;0;ALLEN BRADLEY;;F\CX;#N/D;;2;0;
440NG02112;440NG02112;F 62;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
440NG02123;440NG02123;F 27;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
440NS32015;440NS32015;F 27;2;0;ALLEN BRADLEY;;;#N/D;;2;0;
440NS32024;440NS32024;F 27;5;0;ALLEN BRADLEY;;;#N/D;;5;0;
440NZ18;440NZ18;F;5;0;ALLEN BRADLEY;;F\CX;#N/D;;5;0;
440NZ21S16A;440NZ21S16A;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
440NZ21S16H;440NZ21S16H;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
440NZ21SS2A;440NZ21SS2A;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
440NZ21SS2B;440NZ21SS2B;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
440NZ21SS2H;440NZ21SS2H;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
440NZ21U16B;440NZ21U16B;F 28;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
440NZ21W1PA;440NZ21W1PA;F 62;0;0;ALLEN BRADLEY;;EMBALAGEM DANIFICADA;#N/D;;10;10;
440NZ2NRS1A;440NZ2NRS1A;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
440NZ2NRS1B;440NZ2NRS1B;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
440NZ30;440NZ30;F;1;0;ALLEN BRADLEY;;F\CX;#N/D;;1;0;
440NZPRECB;440NZPRECB;F 28;3;0;ALLEN BRADLEY;;;#N/D;;3;0;
440PCALB12E;440PCALB12E;F 28;11;0;ALLEN BRADLEY;;;#N/D;;11;0;
440PCRPB12B;440PCRPB12B;F;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
440PMSRB22E;440PMSRB22E;F;2;0;ALLEN BRADLEY;;;#N/D;;2;0;
440PMSRS11E;440PMSRS11E;F 28;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
440RD22R2;440RD22R2;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
440RD23163;440RD23163;F 27;4;0;ALLEN BRADLEY;;;#N/D;;4;0;
440RD23171;440RD23171;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
440RE21356;440RE21356;F 27;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
440RE23191;440RE23191;F 27;5;0;ALLEN BRADLEY;;;#N/D;;5;0;
440REM4R2D;440REM4R2D;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
440RH23183;440RH23183;F 27;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
440RN23114;440RN23114;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
440RN23126;440RN23126;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
440RN23132;440RN23132;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
440RP23074;440RP23074;F 28;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
440RS07139;440RS07139;F 28;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
440RS07279;440RS07279;F 62;6;0;ALLEN BRADLEY;;;#N/D;;6;0;
440RS12R2;440RS12R2;F 27;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
440TAKEYE100W;440TAKEYE100W;F 39;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
440TMRKSE10AA;440TMRKSE10AA;F 27;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
440TMRPSE10DI;440TMRPSE10DI;F 27;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
440TMRPSE11;440TMRPSE11;F 27;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
440TMRPSE11CA;440TMRPSE11CA;F 27;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
440TMSALE55;440TMSALE55;F 28;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
440TMSSLE11BL;440TMSSLE11BL;F 27;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
3AUA0000118672;3AUA0000118672;ARMARIO 02;0;0;ABB;;;#N/D;;1;1;
3AUA0000123676;3AUA0000123676;ARMARIO 02;5;0;ABB;VENTILADOR;;;;5;0;
3AUA0000125293;3AUA0000125293;ARMARIO 02;1;0;ABB;GRILLPLASTIC;;;;1;0;
442GMABRBULE0JP4679;442GMABRBULE0JP4679;F;2;0;ALLEN BRADLEY;;;#N/D;;2;0;
442GMABRBURE0JP4679;442GMABRBURE0JP4679;F;2;0;ALLEN BRADLEY;;;#N/D;;2;0;
445LP2S0480YD;445LP2S0480YD;F;2;0;ALLEN BRADLEY;;;#N/D;;2;0;
445LP4S0480YD;445LP4S0480YD;F;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
44RSD1JPC38A2;44RSD1JPC38A2;F 52;2;0;ALLEN BRADLEY;;;#N/D;;2;0;
4515MS-12T;VENTILADOR;N/A;1;0;N;;;#N/D;;1;0;
45LST1LEA1P4;45LST1LEA1P4;F 38;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
4712KL-05W-B40;PM6Y801R4IP21;N/A;3;0;NMB;;VENTILADOR 24 V DC;#N/D;;3;0;
4715KL-04W-B30;4715KL-04W-B30;N/A;0;0;NMB;;VENTILADOR 12V;#N/D;;0;0;
4715MS-12TB5A;4715MS-12TB5A;N/A;0;0;NMB;;127V;#N/D;;0;0;
4715MS-23T-B5A;4715MS-23T-B5A;N/A;4;0;NMB;;VENTILADOR 230V;#N/D;;4;0;
4715SL-05W-B60-D01;3AUA0000059275;N/A;0;CERTO;NMB;;;#N/D;;1;1;
4983DS230401;4983DS230401;caixa 02;14;0;ALLEN BRADLEY;;;#N/D;;14;0;
4983DS230401;4983DS230401;F;14;0;ALLEN BRADLEY;;;#N/D;;14;0;
4983DS277403;4983DS277403;F;3;0;ALLEN BRADLEY;;;#N/D;;3;0;
4Q 400V E1.2-XT7-XT7M;1SDA073750R1;G 02;4;0;ABB;;;#N/D; C ;4;0;C
5069OB16;5069OB16;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
5069RTB18-SCREW;5069RTB18-SCREW;F 08;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
5069RTB64-SCREW;5069RTB64-SCREW;F 08;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
5069RTB64-SPRING;5069RTB64-SPRING;F 08;5;0;ALLEN BRADLEY;;;#N/D;;5;0;
57RFDF150F;57RFDF150F;F;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
5983PB22Y;5983PB22Y;F;0;0;ALLEN BRADLEY;;;#N/D;;2;2;
598BS933;598BS933;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
599-PBF-SS;599-PBF-SS;N/A;3;0;N;;;#N/D;;3;0;
610A51HCNT;610A51HCNT;N/A;1;0;ABB;;;#N/D; C ;1;0;C
6181X12TPXPDC;6181X12TPXPDC;F;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
6189VACPSWS;6189VACPSWS;F 38;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
630NHG3B;630NHG3B;N/A;0;0;BUSSMANN;;630A X 500V;#N/D;;0;0;
64528564 - FAST;;;7;0;ABB;;;;;7;0;
3AXD50000014387;3AXD50000014387;ARMARIO 02;2;0;ABB;VENTILADOR;;;;2;0;
65P08X12;1SL1201A00;N/A;2;CERTO;ABB;;;X; C ;2;0;C
6844AGM-204-500;6844AGM-204-500;N/A;1;0;NIESSEN;;WATCHDOG  BASICLINE;#N/D;;1;0;
68569427 - FAST;;;2;0;ABB;;;;;2;0;
69569583 - FAST;;;1;0;ABB;;;;;1;0;
6av6640-0ca01-0ax0;6av6640-0ca01-0ax0;F;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
6SE64402UD33-7EA1;6SE64402UD337EA1;N/A;1;0;SIEMENS;;;#N/D;;1;0;
700CF220D;700CF220D;F 41;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
700CF220J;700CF220J;F 41;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
700CF220L;700CF220L;F 41;2;0;ALLEN BRADLEY;;;#N/D;;2;0;
700CF310J;700CF310J;F 41;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
700CP1;700CP1;F 41;5;0;ALLEN BRADLEY;;F\CX;#N/D;;5;0;
700DCMB310;700DCMB310;F;5;0;ALLEN BRADLEY;;;#N/D;;5;0;
700FEM3TU23;700FEM3TU23;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
700FSA3CU23;700FSA3CU23;F 41;3;0;ALLEN BRADLEY;;;#N/D;;3;0;
700FSK3CU23;700FSK3CU23;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
700FSY2DU23;700FSY2DU23;F;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
700HA32Z12;700HA32Z12;F 41;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
700HA33A1-3-4;700HA33A1-3-4;F 41;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
700HAB3Z013;700HAB3Z013;F 41;16;0;ALLEN BRADLEY;;C\AB;#N/D;;16;0;
700HB32A12;700HB32A12;F 41;2;0;ALLEN BRADLEY;;F\CX;#N/D;;2;0;
700HC14Z24;700HC14Z24;F 41;2;0;ALLEN BRADLEY;;;#N/D;;2;0;
700HC24A2;700HC24A2;F 41;6;0;ALLEN BRADLEY;;;#N/D;;6;0;
700HK32A1;700HK32A1;F 41;43;0;ALLEN BRADLEY;;F\CX;#N/D;;43;0;
700HK32A2;700HK32A2;F 41;17;0;ALLEN BRADLEY;;;#N/D;;17;0;
700HK32A24;700HK32A24;F;0;0;ALLEN BRADLEY;;C\AB;#N/D;;0;0;
700HK32Z24;700HK32Z24;F 41;18;0;ALLEN BRADLEY;;C\AB;#N/D;;39;21;
700HK32Z24-4;700HK32Z24-4;F 41;8;0;ALLEN BRADLEY;;C\AB;#N/D;;8;0;
700HK36A1;700HK36A1;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
700HK36A2;700HK36A2;F 41;0;0;ALLEN BRADLEY;;;#N/D;;1;1;
700HK36Z24;700HK36Z24;F;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
700HK36Z244;700HK36Z244;F 41;1;0;ALLEN BRADLEY;;C\AB;#N/D;;1;0;
700HLS1Z24;700HLS1Z24;F 41;18;0;ALLEN BRADLEY;;BASE COM RELE PT;#N/D;;20;2;
700HLT12;700HLT12;F 41;2;0;ALLEN BRADLEY;;SEM RELE;#N/D;;2;0;
700HLT12Z244;700HLT12Z244;F;0;0;ALLEN BRADLEY;;COM RELE;#N/D;;0;0;
700HLT1L1;700HLT1L1;F 41;1;0;ALLEN BRADLEY;;SEM RELE;#N/D;;1;0;
700HLT1U;700HLT1U;F 41;28;0;ALLEN BRADLEY;;SEM RELE;#N/D;;28;0;
700HLT1U1;700HLT1U1;F 41;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
700HLT1U2;700HLT1U2;F;0;0;ALLEN BRADLEY;;COM RELE;#N/D;;0;0;
700HLT1U260;700HLT1U260;F;0;0;ALLEN BRADLEY;;COM RELE;#N/D;;0;0;
700HLT1Z24;700HLT1Z24;F 41;7;CERTO;ALLEN BRADLEY;;;#N/D;;31;24;
700HLT22;700HLT22;F 41;43;CERTO;ALLEN BRADLEY;;BASE;#N/D;;43;0;
700HLT22Z24;700HLT22Z24;F;122;0;ALLEN BRADLEY;;BASE COM RELE;#N/D;;122;0;
700HLT2Z;700HLT2Z;F 41;17;0;ALLEN BRADLEY;;700HLS2Z - BASE SEM RELE;#N/D;;17;0;
700HN119;700HN119;F 41;10;0;ALLEN BRADLEY;;;#N/D;;10;0;
700-HN122;700-HN122;F 41;41;0;ALLEN BRADLEY;;F/CX;#N/D;;41;0;
700HN123;700HN123;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
700HN138;700HN138;F 41;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
700HN221;700HN221;F 41;2;0;ALLEN BRADLEY;;F\CX;#N/D;;2;0;
700HP32A2;700HP32A2;F 41;4;0;ALLEN BRADLEY;;F\CX;#N/D;;4;0;
700K40EKF;700K40EKF;F 41;3;0;ALLEN BRADLEY;;;#N/D;;3;0;
700MB220;700MB220;F;0;0;ALLEN BRADLEY;;F\CX;#N/D;;0;0;
700MB400;700MB400;F;1;0;ALLEN BRADLEY;;F\CX;#N/D;;1;0;
700SCF440DC;700SCF440DC;F 41;19;0;ALLEN BRADLEY;;;#N/D;;19;0;
700SH40GZ25;700SH40GZ25;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
700SH40HZ25;700SH40HZ25;F 41;2;0;ALLEN BRADLEY;;;#N/D;;2;0;
700TBR2110;700TBR2110;F 41;1;0;ALLEN BRADLEY;;F\CX;#N/D;;4;3;
700TBR224;700TBR224;F 41;0;0;ALLEN BRADLEY;;RELE;#N/D;;22;22;
700TBR24;700TBR24;F 41;55;CERTO;ALLEN BRADLEY;;RELE;#N/D;;99;44;
700TBR60;700TBR60;F 41;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
700TBS24;700TBS24;F 41;0;0;ALLEN BRADLEY;;RELE  PT;#N/D;;0;0;
3AXD50000026331;3AUA0000019968;ARMARIO 02;4;0;ABB;VENTILADOR;;;;4;0;
72PANDRA4BWUBXD6;72PANDRA4BWUBXD6;N/A;1;0;VAGON;;;#N/D;;1;0;
72PANHMGR116KT4;72PANHMGR116KT4;N/A;1;0;VAGON;;;#N/D;;1;0;
8000MTLS;8000MTLS;F;0;0;GROWATT;;;#N/D;;0;0;
800EAF5;800EAF5;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
800EAP5;800EAP5;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
800EMF3;800EMF3;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
800EMF5;800EMF5;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
800EMF9;800EMF9;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
800EMHM22;800EMHM22;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
800EMHM32;800EMHM32;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
800EMKM23;800EMKM23;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
800EMLMP3R4;800EMLMP3R4;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
800EMM4;800EMM4;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
800EMP3;800EMP3;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
800EMP6;800EMP6;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
800EMPL5;800EMPL5;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
800EPE3;800EPE3;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
800EPE4;800EPE4;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
800EPF2;800EPF2;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
800EPF4;800EPF4;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
800EPF5;800EPF5;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
800EPF6;800EPF6;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
800EPF9;800EPF9;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
800EPHL32;800EPHL32;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
800EPHM23;800EPHM23;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
800EPHM32;800EPHM32;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
800EPHR22;800EPHR22;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
800EPLF3;800EPLF3;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
800EPLSR24;800EPLSR24;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
800EPLU2C0;800EPLU2C0;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
800EPM2;800EPM2;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
800EPM4;800EPM4;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
800EPMT4;800EPMT4;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
800EPP3;800EPP3;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
800EPP4;800EPP4;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
800EPP6;800EPP6;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
800EPP9;800EPP9;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
800EPSL32;800EPSL32;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
800EPSM21;800EPSM21;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
800EPSR22;800EPSR22;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
800F15YE112;15YE112;F 44;3;0;ALLEN BRADLEY;;;#N/D;;3;0;
800F15YSP112;15YSP112;F 44;4;0;ALLEN BRADLEY;;;#N/D;;4;0;
800FAB7;800FAB7;F 45;12;0;ALLEN BRADLEY;;;#N/D;;12;0;
800FALM;800FALM;F 44;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
800FALP;800FALP;F 44;14;CERTO;ALLEN BRADLEY;;;#N/D;;113;99;
800FBN3G;800FBN3G;F 44;5;0;ALLEN BRADLEY;;;#N/D;;5;0;
800FBN3R;800FBN3R;F 44;4;0;ALLEN BRADLEY;;;#N/D;;4;0;
800FBN5Y;800FBN5Y;F 44;20;0;ALLEN BRADLEY;;;#N/D;;20;0;
800FC5Z;800FC5Z;F 45;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
800FD1P;800FD1P;F 45;5;0;ALLEN BRADLEY;;;#N/D;;5;0;
800FME4;800FME4;F 44;4;0;ALLEN BRADLEY;;;#N/D;;4;0;
800FME402;800FME402;F 44;50;0;ALLEN BRADLEY;;;#N/D;;50;0;
800FMF3;800FMF3;F 44;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
800FMF301;800FMF301;F 44;26;0;ALLEN BRADLEY;;;#N/D;;26;0;
800FMLF3;800FMLF3;F;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
800FMMM43;800FMMM43;F 44;3;0;ALLEN BRADLEY;;;#N/D;;3;0;
800FMMM44;800FMMM44;F 44;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
